ufa.msi-centre.com;Msi Centre;2;22;73472250405;47;42950294;8;;
ufa.nikon-centre.com;Nikon Centre;2;22;73472250405;47;42950304;22;;
ufa.nokia-centre.com;Nokia Centre;2;22;73472250405;47;42950309;11;;
ufa.samsung-centre.com;Samsung Centre;2;22;73472250405;47;42950329;2;;
ufa.sony-centre.com;Sony Centre;2;22;73472250405;47;42950334;1;;
ufa.toshiba-centre.com;Toshiba Centre;2;22;73472250405;47;42950359;7;;
ufa.xiaomi-centre.com;Xiaomi Centre;2;22;73472250405;47;42950374;18;;
nnv.acer-centre.com;Acer Centre;2;7;78312170511;48;42950389;4;;
nnv.apple.centre.services;Apple Centre;2;7;78312170511;48;42950404;21;;
nnv.asus-centre.com;Asus Centre;2;7;78312170511;48;42950429;3;;
nnv.canon-centre.com;Сanon Centre;2;7;78312170511;48;42950439;23;;
nnv.dell.centre.services;Dell Centre;2;7;78312170511;48;42950464;9;;
nnv.hp-centre.com;HP Centre;2;7;78312170511;48;42950489;6;;
nnv.htc-centre.com;HTC Centre;2;7;78312170511;48;42950509;10;;
nnv.huawei-centre.com;Huawei Centre;2;7;78312170511;48;42950519;17;;
nnv.lenovo-centre.com;Lenovo Centre;2;7;78312170511;48;42950539;5;;
nnv.lg-centre.com;LG Centre;2;7;78312170511;48;42950559;12;;
nnv.meizu-centre.com;Meizu Centre;2;7;78312170511;48;42950569;20;;
nnv.msi-centre.com;Msi Centre;2;7;78312170511;48;42950579;8;;
nnv.nikon-centre.com;Nikon Centre;2;7;78312170511;48;42950594;22;;
nnv.nokia-centre.com;Nokia Centre;2;7;78312170511;48;42950604;11;;
nnv.samsung-centre.com;Samsung Centre;2;7;78312170511;48;42950619;2;;
nnv.sony-centre.com;Sony Centre;2;7;78312170511;48;42950624;1;;
nnv.toshiba-centre.com;Toshiba Centre;2;7;78312170511;48;42950634;7;;
nnv.xiaomi-centre.com;Xiaomi Centre;2;7;78312170511;48;42950639;18;;
kzn.acer-centre.com;Acer Centre;2;10;78432118440;49;42950654;4;;
kzn.apple.centre.services;Apple Centre;2;10;78432118440;49;42950659;21;;
kzn.asus-centre.com;Asus Centre;2;10;78432118440;49;42950664;3;;
kzn.canon-centre.com;Сanon Centre;2;10;78432118440;49;42950679;23;;
kzn.dell.centre.services;Dell Centre;2;10;78432118440;49;42950689;9;;
kzn.hp-centre.com;HP Centre;2;10;78432118440;49;42950704;6;;
kzn.htc-centre.com;HTC Centre;2;10;78432118440;49;42950724;10;;
kzn.huawei-centre.com;Huawei Centre;2;10;78432118440;49;42950734;17;;
kzn.lenovo-centre.com;Lenovo Centre;2;10;78432118440;49;42950739;5;;
kzn.lg-centre.com;LG Centre;2;10;78432118440;49;42950769;12;;
kzn.meizu-centre.com;Meizu Centre;2;10;78432118440;49;42950784;20;;
kzn.msi-centre.com;Msi Centre;2;10;78432118440;49;42950789;8;;
kzn.nikon-centre.com;Nikon Centre;2;10;78432118440;49;42950799;22;;
kzn.nokia-centre.com;Nokia Centre;2;10;78432118440;49;42950804;11;;
kzn.samsung-centre.com;Samsung Centre;2;10;78432118440;49;42950814;2;;
kzn.sony-centre.com;Sony Centre;2;10;78432118440;49;42950819;1;;
kzn.toshiba-centre.com;Toshiba Centre;2;10;78432118440;49;42950829;7;;
kzn.xiaomi-centre.com;Xiaomi Centre;2;10;78432118440;49;42950839;18;;
sam.acer-centre.com;Acer Centre;2;11;78462010003;50;42950844;4;;
sam.apple.centre.services;Apple Centre;2;11;78462010003;50;42950859;21;;
sam.asus-centre.com;Asus Centre;2;11;78462010003;50;42950864;3;;
sam.canon-centre.com;Сanon Centre;2;11;78462010003;50;42950879;23;;
sam.dell.centre.services;Dell Centre;2;11;78462010003;50;42950889;9;;
sam.hp-centre.com;HP Centre;2;11;78462010003;50;42950904;6;;
sam.htc-centre.com;HTC Centre;2;11;78462010003;50;42950919;10;;
sam.huawei-centre.com;Huawei Centre;2;11;78462010003;50;42950924;17;;
sam.lenovo-centre.com;Lenovo Centre;2;11;78462010003;50;42950934;5;;
sam.lg-centre.com;LG Centre;2;11;78462010003;50;42950944;12;;
sam.meizu-centre.com;Meizu Centre;2;11;78462010003;50;42950949;20;;
sam.msi-centre.com;Msi Centre;2;11;78462010003;50;42950964;8;;
sam.nikon-centre.com;Nikon Centre;2;11;78462010003;50;42950969;22;;
sam.nokia-centre.com;Nokia Centre;2;11;78462010003;50;42950974;11;;
sam.samsung-centre.com;Samsung Centre;2;11;78462010003;50;42950979;2;;
sam.sony-centre.com;Sony Centre;2;11;78462010003;50;42950984;1;;
sam.toshiba-centre.com;Toshiba Centre;2;11;78462010003;50;42950989;7;;
sam.xiaomi-centre.com;Xiaomi Centre;2;11;78462010003;50;42950999;18;;
prm.acer-centre.com;Acer Centre;2;23;73422079828;51;42951009;4;;
prm.apple.centre.services;Apple Centre;2;23;73422079828;51;42951019;21;;
prm.asus-centre.com;Asus Centre;2;23;73422079828;51;42951029;3;;
prm.canon-centre.com;Сanon Centre;2;23;73422079828;51;42951044;23;;
prm.dell.centre.services;Dell Centre;2;23;73422079828;51;42951049;9;;
prm.hp-centre.com;HP Centre;2;23;73422079828;51;42951059;6;;
prm.htc-centre.com;HTC Centre;2;23;73422079828;51;42951069;10;;
prm.huawei-centre.com;Huawei Centre;2;23;73422079828;51;42951089;17;;
prm.lenovo-centre.com;Lenovo Centre;2;23;73422079828;51;42951094;5;;
prm.lg-centre.com;LG Centre;2;23;73422079828;51;42951109;12;;
prm.meizu-centre.com;Meizu Centre;2;23;73422079828;51;42951114;20;;
prm.msi-centre.com;Msi Centre;2;23;73422079828;51;42951129;8;;
prm.nikon-centre.com;Nikon Centre;2;23;73422079828;51;42951139;22;;
prm.nokia-centre.com;Nokia Centre;2;23;73422079828;51;42951144;11;;
prm.samsung-centre.com;Samsung Centre;2;23;73422079828;51;42951149;2;;
prm.sony-centre.com;Sony Centre;2;23;73422079828;51;42951154;1;;
prm.toshiba-centre.com;Toshiba Centre;2;23;73422079828;51;42951159;7;;
prm.xiaomi-centre.com;Xiaomi Centre;2;23;73422079828;51;42951169;18;;
