nokia[prefix].ruexpert.net;Nokia RuExpert;Нокиа РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;11;[regionIDls];15;5;best
samsung[prefix].ruexpert.net;Samsung RuExpert;Самсунг РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;2;[regionIDls];16;5;best
sony[prefix].ruexpert.net;Sony RuExpert;Сони РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;1;[regionIDls];17;5;best
texet[prefix].ruexpert.net;teXet RuExpert;Тексет РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;61;[regionIDls];60;5;best
toshiba[prefix].ruexpert.net;Toshiba RuExpert;Тошиба РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;7;[regionIDls];18;5;best
xiaomi[prefix].ruexpert.net;Xiaomi RuExpert;Ксиаоми РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;18;[regionIDls];19;5;best
zte[prefix].ruexpert.net;ZTE RuExpert;ЗТЕ РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;66;[regionIDls];65;5;best
3q[prefix].ruexpert.net;3Q RuExpert;3Q РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;68;[regionIDls];30;5;worst
4good[prefix].ruexpert.net;4Good RuExpert;Фогуд РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;69;[regionIDls];31;6;worst
alcatel[prefix].ruexpert.net;Alcatel RuExpert;Алкатель РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;14;[regionIDls];2;7;worst
archos[prefix].ruexpert.net;Archos RuExpert;Архос РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;34;[regionIDls];32;8;worst
bbk[prefix].ruexpert.net;BBK RuExpert;ВВК РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;30;[regionIDls];21;9;worst
benq[prefix].ruexpert.net;BenQ RuExpert;Бенк РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;35;[regionIDls];33;10;worst
bq[prefix].ruexpert.net;BQ RuExpert;БКю РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;37;[regionIDls];35;11;worst
dexp[prefix].ruexpert.net;DEXP RuExpert;Дексп РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;38;[regionIDls];36;12;worst
digma[prefix].ruexpert.net;Digma RuExpert;Дигма РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;39;[regionIDls];37;13;worst
emachines[prefix].ruexpert.net;eMachines RuExpert;еМашинес РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;40;[regionIDls];38;14;worst
explay[prefix].ruexpert.net;Explay RuExpert;Эксплей РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;41;[regionIDls];39;15;worst
fly[prefix].ruexpert.net;Fly RuExpert;Флай РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;16;[regionIDls];7;16;worst
fujitsu[prefix].ruexpert.net;Fujitsu RuExpert;Фужитсу РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;42;[regionIDls];40;17;worst
ginzzu[prefix].ruexpert.net;Ginzzu RuExpert;Гинзу РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;43;[regionIDls];41;18;worst
haier[prefix].ruexpert.net;Haier RuExpert;Хайер РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;44;[regionIDls];42;19;worst
iconbit[prefix].ruexpert.net;iconBIT RuExpert;иконБИТ РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;46;[regionIDls];44;20;worst
keneksi[prefix].ruexpert.net;KENEKSI RuExpert;КЕНЕКСИ РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;48;[regionIDls];46;21;worst
kyocera[prefix].ruexpert.net;Kyocera RuExpert;Kyocera РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;67;[regionIDls];47;22;worst
lexand[prefix].ruexpert.net;LEXAND RuExpert;ЛЕКСЕНД РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;50;[regionIDls];49;23;worst
magic[prefix].ruexpert.net;Magic RuExpert;Мэджик РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;51;[regionIDls];50;24;worst
micromax[prefix].ruexpert.net;Micromax RuExpert;Микромакс РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;52;[regionIDls];51;25;worst
motorola[prefix].ruexpert.net;Motorola RuExpert;Моторола РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;53;[regionIDls];52;26;worst
nautilus[prefix].ruexpert.net;Nautilus RuExpert;Наутилус РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;54;[regionIDls];53;27;worst
oneplus[prefix].ruexpert.net;OnePlus RuExpert;ОнПлюс РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;55;[regionIDls];54;28;worst
oysters[prefix].ruexpert.net;Oysters RuExpert;Оустерс РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;56;[regionIDls];55;29;worst
prestigio[prefix].ruexpert.net;Prestigio RuExpert;Престижио РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;58;[regionIDls];57;30;worst
qumo[prefix].ruexpert.net;Qumo RuExpert;Кюмо РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;59;[regionIDls];58;31;worst
ritmix[prefix].ruexpert.net;Ritmix RuExpert;Ритмикс РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;60;[regionIDls];59;32;worst
thl[prefix].ruexpert.net;ThL RuExpert;ТхЛ РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;62;[regionIDls];61;33;worst
wexler[prefix].ruexpert.net;WEXLER RuExpert;Векслер РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;64;[regionIDls];63;34;worst
zopo[prefix].ruexpert.net;Zopo RuExpert;Зопо РуЭксперт;6;[regionIDgs];[phoneNumber];ид-партнера;ид-метрики;65;[regionIDls];64;35;worst
